source,destination,type
/contato-beg-brasil.html,/orcamento,301
/placas_beg_brasil.html,/produtos/placas-para-maquinas,301
/etiquetas-beg-brasil.html,/produtos/etiquetas-de-patrimonio,301
/pe-r-beg-brasil.html,/produtos/etiquetas-de-patrimonio,301
/pe-beg-brasil.html,/produtos/etiquetas-de-patrimonio,301
/pc-beg-brasil.html,/produtos/etiquetas-de-patrimonio,301
/pm-beg-brasil.html,/produtos/etiquetas-metalicas,301
/pmi-beg-brasil.html,/produtos/etiquetas-metalicas,301
/index.html,/,301
